14:10:40.323 [main] INFO  assignment4.Assignment4$ - Reading file /assignment4/data_set.mat
14:10:42.393 [main] INFO  a.RestrictedBoltzmannMachine - 26: G 42.979574553690014
14:10:42.406 [main] INFO  a.RestrictedBoltzmannMachine - 27: M -3094.0803181329516
14:10:42.406 [main] INFO  a.RestrictedBoltzmannMachine - 27: G 51.433109034726726
14:10:42.419 [main] INFO  a.RestrictedBoltzmannMachine - 28: M -3104.1842674062977
14:10:42.419 [main] INFO  a.RestrictedBoltzmannMachine - 28: G 57.95582645856092
14:10:42.432 [main] INFO  a.RestrictedBoltzmannMachine - 29: M -3112.118705223055
14:10:42.432 [main] INFO  a.RestrictedBoltzmannMachine - 29: G 56.12361287994707
14:10:42.445 [main] INFO  a.RestrictedBoltzmannMachine - 30: M -3118.137227000602
14:10:42.445 [main] INFO  a.RestrictedBoltzmannMachine - 30: G 95.96684860744328
14:10:42.458 [main] INFO  a.RestrictedBoltzmannMachine - 31: M -3121.6345596282017
14:10:42.458 [main] INFO  a.RestrictedBoltzmannMachine - 31: G 107.22090090225606
14:10:42.471 [main] INFO  a.RestrictedBoltzmannMachine - 32: M -3122.637740975016
14:10:42.471 [main] INFO  a.RestrictedBoltzmannMachine - 32: G 122.20446781027701
14:10:42.484 [main] INFO  a.RestrictedBoltzmannMachine - 33: M -3121.096514830945
14:10:42.484 [main] INFO  a.RestrictedBoltzmannMachine - 33: G 77.30564263296218
14:10:42.497 [main] INFO  a.RestrictedBoltzmannMachine - 34: M -3118.163298448608
14:10:42.497 [main] INFO  a.RestrictedBoltzmannMachine - 34: G 148.99074469557982
14:10:42.509 [main] INFO  a.RestrictedBoltzmannMachine - 35: M -3112.5435888106003
14:10:42.510 [main] INFO  a.RestrictedBoltzmannMachine - 35: G 55.09091312601824
14:10:42.522 [main] INFO  a.RestrictedBoltzmannMachine - 36: M -3106.3840318738635
14:10:42.522 [main] INFO  a.RestrictedBoltzmannMachine - 36: G 75.26801731882696
14:10:42.534 [main] INFO  a.RestrictedBoltzmannMachine - 37: M -3099.3350702844673
14:10:42.535 [main] INFO  a.RestrictedBoltzmannMachine - 37: G 82.94191251853556
14:10:42.547 [main] INFO  a.RestrictedBoltzmannMachine - 38: M -3091.332166603603
14:10:42.547 [main] INFO  a.RestrictedBoltzmannMachine - 38: G 6.290271165782003
14:10:42.560 [main] INFO  a.RestrictedBoltzmannMachine - 39: M -3084.003747867483
14:10:42.560 [main] INFO  a.RestrictedBoltzmannMachine - 39: G -11.683466611430088
14:10:42.573 [main] INFO  a.RestrictedBoltzmannMachine - 40: M -3077.641840337309
14:10:42.573 [main] INFO  a.RestrictedBoltzmannMachine - 40: G 73.49842176225896
14:10:42.591 [main] INFO  a.RestrictedBoltzmannMachine - 41: M -3070.446155124823
14:10:42.592 [main] INFO  a.RestrictedBoltzmannMachine - 41: G -0.06536945613920242
14:10:42.609 [main] INFO  a.RestrictedBoltzmannMachine - 42: M -3063.9713458227147
14:10:42.609 [main] INFO  a.RestrictedBoltzmannMachine - 42: G -2.5913411731820175
14:10:42.627 [main] INFO  a.RestrictedBoltzmannMachine - 43: M -3058.1958442742744
14:10:42.627 [main] INFO  a.RestrictedBoltzmannMachine - 43: G 59.314051203229326
14:10:42.644 [main] INFO  a.RestrictedBoltzmannMachine - 44: M -3051.8116118566704
14:10:42.644 [main] INFO  a.RestrictedBoltzmannMachine - 44: G 117.56556651165195
14:10:42.662 [main] INFO  a.RestrictedBoltzmannMachine - 45: M -3043.7144913505335
14:10:42.662 [main] INFO  a.RestrictedBoltzmannMachine - 45: G 75.93922165914874
14:10:42.679 [main] INFO  a.RestrictedBoltzmannMachine - 46: M -3034.908298461844
14:10:42.680 [main] INFO  a.RestrictedBoltzmannMachine - 46: G 56.579819435588846
14:10:42.698 [main] INFO  a.RestrictedBoltzmannMachine - 47: M -3025.851128473283
14:10:42.698 [main] INFO  a.RestrictedBoltzmannMachine - 47: G -3.5781023534974916
14:10:42.715 [main] INFO  a.RestrictedBoltzmannMachine - 48: M -3017.7712375306646
14:10:42.715 [main] INFO  a.RestrictedBoltzmannMachine - 48: G 9.225704586785762
14:10:42.733 [main] INFO  a.RestrictedBoltzmannMachine - 49: M -3010.3148215905962
14:10:42.734 [main] INFO  a.RestrictedBoltzmannMachine - 49: G 30.262689238410793
14:10:42.751 [main] INFO  a.RestrictedBoltzmannMachine - 50: M -3002.998793459761
14:10:42.752 [main] INFO  a.RestrictedBoltzmannMachine - 50: G 100.27413568340599
14:10:42.769 [main] INFO  a.RestrictedBoltzmannMachine - 51: M -2994.40888542833
14:10:42.769 [main] INFO  a.RestrictedBoltzmannMachine - 51: G 93.59454800101697
14:10:42.786 [main] INFO  a.RestrictedBoltzmannMachine - 52: M -2984.806077240061
14:10:42.786 [main] INFO  a.RestrictedBoltzmannMachine - 52: G 77.82339716620456
14:10:42.804 [main] INFO  a.RestrictedBoltzmannMachine - 53: M -2974.607081927282
14:10:42.804 [main] INFO  a.RestrictedBoltzmannMachine - 53: G -0.7937525907413714
14:10:42.821 [main] INFO  a.RestrictedBoltzmannMachine - 54: M -2965.4438611975506
14:10:42.822 [main] INFO  a.RestrictedBoltzmannMachine - 54: G 62.653590177963515
14:10:42.841 [main] INFO  a.RestrictedBoltzmannMachine - 55: M -2955.9438907372537
14:10:42.841 [main] INFO  a.RestrictedBoltzmannMachine - 55: G 121.01991165487529
14:10:42.862 [main] INFO  a.RestrictedBoltzmannMachine - 56: M -2944.9735190899023
14:10:42.862 [main] INFO  a.RestrictedBoltzmannMachine - 56: G 36.458286001475436
14:10:42.879 [main] INFO  a.RestrictedBoltzmannMachine - 57: M -2934.371018887233
14:10:42.880 [main] INFO  a.RestrictedBoltzmannMachine - 57: G 71.77973609106418
14:10:42.902 [main] INFO  a.RestrictedBoltzmannMachine - 58: M -2923.393173982985
14:10:42.902 [main] INFO  a.RestrictedBoltzmannMachine - 58: G 21.19018243242557
14:10:42.914 [main] INFO  a.RestrictedBoltzmannMachine - 59: M -2913.0893099205864
14:10:42.914 [main] INFO  a.RestrictedBoltzmannMachine - 59: G 79.84709686220657
14:10:42.927 [main] INFO  a.RestrictedBoltzmannMachine - 60: M -2902.218890327149
14:10:42.927 [main] INFO  a.RestrictedBoltzmannMachine - 60: G 94.47158034560348
14:10:42.939 [main] INFO  a.RestrictedBoltzmannMachine - 61: M -2890.5460810861523
14:10:42.939 [main] INFO  a.RestrictedBoltzmannMachine - 61: G 101.03443119932562
14:10:42.952 [main] INFO  a.RestrictedBoltzmannMachine - 62: M -2878.019864145247
14:10:42.953 [main] INFO  a.RestrictedBoltzmannMachine - 62: G 104.1497289565075
14:10:42.966 [main] INFO  a.RestrictedBoltzmannMachine - 63: M -2864.6632743193404
14:10:42.966 [main] INFO  a.RestrictedBoltzmannMachine - 63: G 40.66645233254765
14:10:42.978 [main] INFO  a.RestrictedBoltzmannMachine - 64: M -2851.8290144293082
14:10:42.979 [main] INFO  a.RestrictedBoltzmannMachine - 64: G 57.685228187583455
14:10:42.991 [main] INFO  a.RestrictedBoltzmannMachine - 65: M -2839.1244759645606
14:10:42.991 [main] INFO  a.RestrictedBoltzmannMachine - 65: G 94.37911667845931
14:10:43.004 [main] INFO  a.RestrictedBoltzmannMachine - 66: M -2825.8028090127564
14:10:43.004 [main] INFO  a.RestrictedBoltzmannMachine - 66: G 77.78583306322673
14:10:43.017 [main] INFO  a.RestrictedBoltzmannMachine - 67: M -2812.257592094807
14:10:43.017 [main] INFO  a.RestrictedBoltzmannMachine - 67: G 28.07798994517104
14:10:43.029 [main] INFO  a.RestrictedBoltzmannMachine - 68: M -2799.5053370697847
14:10:43.029 [main] INFO  a.RestrictedBoltzmannMachine - 68: G -32.4395004723229
14:10:43.042 [main] INFO  a.RestrictedBoltzmannMachine - 69: M -2788.6770975567056
14:10:43.042 [main] INFO  a.RestrictedBoltzmannMachine - 69: G 15.52081992955008
14:10:43.054 [main] INFO  a.RestrictedBoltzmannMachine - 70: M -2778.6212655963373
14:10:43.054 [main] INFO  a.RestrictedBoltzmannMachine - 70: G -11.156900231468299
14:10:43.067 [main] INFO  a.RestrictedBoltzmannMachine - 71: M -2769.7941548366703
14:10:43.068 [main] INFO  a.RestrictedBoltzmannMachine - 71: G 57.12216033238672
14:10:43.080 [main] INFO  a.RestrictedBoltzmannMachine - 72: M -2760.7073119462943
14:10:43.080 [main] INFO  a.RestrictedBoltzmannMachine - 72: G 91.09238454686918
14:10:43.093 [main] INFO  a.RestrictedBoltzmannMachine - 73: M -2750.707305653992
14:10:43.093 [main] INFO  a.RestrictedBoltzmannMachine - 73: G 91.6431348987502
14:10:43.105 [main] INFO  a.RestrictedBoltzmannMachine - 74: M -2739.8744372929887
14:10:43.106 [main] INFO  a.RestrictedBoltzmannMachine - 74: G 53.745446388383414
14:10:43.118 [main] INFO  a.RestrictedBoltzmannMachine - 75: M -2729.049946840271
14:10:43.118 [main] INFO  a.RestrictedBoltzmannMachine - 75: G 88.23690694684744
14:10:43.131 [main] INFO  a.RestrictedBoltzmannMachine - 76: M -2717.543167293973
14:10:43.131 [main] INFO  a.RestrictedBoltzmannMachine - 76: G 19.575045835966886
14:10:43.143 [main] INFO  a.RestrictedBoltzmannMachine - 77: M -2706.7955647855124
14:10:43.144 [main] INFO  a.RestrictedBoltzmannMachine - 77: G 8.350719536490221
14:10:43.156 [main] INFO  a.RestrictedBoltzmannMachine - 78: M -2696.955708137155
14:10:43.156 [main] INFO  a.RestrictedBoltzmannMachine - 78: G -31.29943129220251
14:10:43.168 [main] INFO  a.RestrictedBoltzmannMachine - 79: M -2688.7258257795606
14:10:43.169 [main] INFO  a.RestrictedBoltzmannMachine - 79: G 53.012349120034706
14:10:43.181 [main] INFO  a.RestrictedBoltzmannMachine - 80: M -2680.2586846752192
14:10:43.181 [main] INFO  a.RestrictedBoltzmannMachine - 80: G 49.22928112096353
14:10:43.193 [main] INFO  a.RestrictedBoltzmannMachine - 81: M -2671.6536720589324
14:10:43.194 [main] INFO  a.RestrictedBoltzmannMachine - 81: G 8.74934736997811
14:10:43.206 [main] INFO  a.RestrictedBoltzmannMachine - 82: M -2663.734173756891
14:10:43.206 [main] INFO  a.RestrictedBoltzmannMachine - 82: G 107.57194582073389
14:10:43.219 [main] INFO  a.RestrictedBoltzmannMachine - 83: M -2654.4551863686684
14:10:43.220 [main] INFO  a.RestrictedBoltzmannMachine - 83: G 19.24878842824065
14:10:43.233 [main] INFO  a.RestrictedBoltzmannMachine - 84: M -2645.719121950652
14:10:43.233 [main] INFO  a.RestrictedBoltzmannMachine - 84: G 37.05135644821794
14:10:43.246 [main] INFO  a.RestrictedBoltzmannMachine - 85: M -2637.1156368455036
14:10:43.246 [main] INFO  a.RestrictedBoltzmannMachine - 85: G 38.901681694884545
14:10:43.260 [main] INFO  a.RestrictedBoltzmannMachine - 86: M -2628.594466616932
14:10:43.260 [main] INFO  a.RestrictedBoltzmannMachine - 86: G 17.458885056808256
14:10:43.274 [main] INFO  a.RestrictedBoltzmannMachine - 87: M -2620.576235710091
14:10:43.274 [main] INFO  a.RestrictedBoltzmannMachine - 87: G -11.594203719938653
14:10:43.287 [main] INFO  a.RestrictedBoltzmannMachine - 88: M -2613.5917119683895
14:10:43.287 [main] INFO  a.RestrictedBoltzmannMachine - 88: G -39.03929667322755
14:10:43.300 [main] INFO  a.RestrictedBoltzmannMachine - 89: M -2608.0864265342457
14:10:43.300 [main] INFO  a.RestrictedBoltzmannMachine - 89: G 29.882780203988332
14:10:43.313 [main] INFO  a.RestrictedBoltzmannMachine - 90: M -2602.534014039489
14:10:43.313 [main] INFO  a.RestrictedBoltzmannMachine - 90: G 41.93951967624414
14:10:43.326 [main] INFO  a.RestrictedBoltzmannMachine - 91: M -2596.6980524007054
14:10:43.326 [main] INFO  a.RestrictedBoltzmannMachine - 91: G 44.89596241205671
14:10:43.339 [main] INFO  a.RestrictedBoltzmannMachine - 92: M -2590.5477676775085
14:10:43.339 [main] INFO  a.RestrictedBoltzmannMachine - 92: G 154.27914340812282
14:10:43.352 [main] INFO  a.RestrictedBoltzmannMachine - 93: M -2581.926928558465
14:10:43.352 [main] INFO  a.RestrictedBoltzmannMachine - 93: G -14.649129199758196
14:10:43.365 [main] INFO  a.RestrictedBoltzmannMachine - 94: M -2574.4611559353307
14:10:43.365 [main] INFO  a.RestrictedBoltzmannMachine - 94: G 85.83841938978328
14:10:43.379 [main] INFO  a.RestrictedBoltzmannMachine - 95: M -2566.0251921867552
14:10:43.379 [main] INFO  a.RestrictedBoltzmannMachine - 95: G 6.20449720966808
14:10:43.392 [main] INFO  a.RestrictedBoltzmannMachine - 96: M -2558.3087348688096
14:10:43.392 [main] INFO  a.RestrictedBoltzmannMachine - 96: G 64.96378523040104
14:10:43.404 [main] INFO  a.RestrictedBoltzmannMachine - 97: M -2550.0646475780445
14:10:43.405 [main] INFO  a.RestrictedBoltzmannMachine - 97: G -7.289050663538722
14:10:43.418 [main] INFO  a.RestrictedBoltzmannMachine - 98: M -2542.790750029634
14:10:43.418 [main] INFO  a.RestrictedBoltzmannMachine - 98: G -44.834527054005655
14:10:43.435 [main] INFO  a.RestrictedBoltzmannMachine - 99: M -2537.1409327771576
14:10:43.435 [main] INFO  a.RestrictedBoltzmannMachine - 99: G -32.82286316091498
14:10:43.447 [main] INFO  a.RestrictedBoltzmannMachine - 100: M -2532.712554513113
14:10:43.447 [main] INFO  a.RestrictedBoltzmannMachine - 100: G 47.43985058203554
14:10:43.459 [main] INFO  a.RestrictedBoltzmannMachine - 101: M -2527.7782170639034
14:10:43.460 [main] INFO  a.RestrictedBoltzmannMachine - 101: G 114.00205882968086
14:10:43.474 [main] INFO  a.RestrictedBoltzmannMachine - 102: M -2521.0572721829526
14:10:43.475 [main] INFO  a.RestrictedBoltzmannMachine - 102: G 45.11855452320422
14:10:43.487 [main] INFO  a.RestrictedBoltzmannMachine - 103: M -2514.1060506996337
14:10:43.487 [main] INFO  a.RestrictedBoltzmannMachine - 103: G 68.04301585295214
14:10:43.499 [main] INFO  a.RestrictedBoltzmannMachine - 104: M -2506.489091047575
14:10:43.499 [main] INFO  a.RestrictedBoltzmannMachine - 104: G 59.43021341562698
14:10:43.512 [main] INFO  a.RestrictedBoltzmannMachine - 105: M -2498.4452230924694
14:10:43.512 [main] INFO  a.RestrictedBoltzmannMachine - 105: G 47.14084562679652
14:10:43.524 [main] INFO  a.RestrictedBoltzmannMachine - 106: M -2490.262925020303
14:10:43.524 [main] INFO  a.RestrictedBoltzmannMachine - 106: G 48.48133167712926
14:10:43.536 [main] INFO  a.RestrictedBoltzmannMachine - 107: M -2481.9292301218247
14:10:43.536 [main] INFO  a.RestrictedBoltzmannMachine - 107: G -46.72735070761287
14:10:43.548 [main] INFO  a.RestrictedBoltzmannMachine - 108: M -2475.363451727324
14:10:43.548 [main] INFO  a.RestrictedBoltzmannMachine - 108: G -141.8674663174583
14:10:43.560 [main] INFO  a.RestrictedBoltzmannMachine - 109: M -2472.291600498649
14:10:43.560 [main] INFO  a.RestrictedBoltzmannMachine - 109: G -55.194826291608834
14:10:43.572 [main] INFO  a.RestrictedBoltzmannMachine - 110: M -2470.6308309186943
14:10:43.573 [main] INFO  a.RestrictedBoltzmannMachine - 110: G 46.99028588819107
14:10:43.585 [main] INFO  a.RestrictedBoltzmannMachine - 111: M -2468.1963325788693
14:10:43.585 [main] INFO  a.RestrictedBoltzmannMachine - 111: G -27.779903159524512
14:10:43.597 [main] INFO  a.RestrictedBoltzmannMachine - 112: M -2466.5608821363353
14:10:43.597 [main] INFO  a.RestrictedBoltzmannMachine - 112: G 121.93124682399235
14:10:43.609 [main] INFO  a.RestrictedBoltzmannMachine - 113: M -2462.6503518015206
14:10:43.609 [main] INFO  a.RestrictedBoltzmannMachine - 113: G 129.10781309721204
14:10:43.622 [main] INFO  a.RestrictedBoltzmannMachine - 114: M -2456.5487182382385
14:10:43.623 [main] INFO  a.RestrictedBoltzmannMachine - 114: G 93.93311040207806
14:10:43.635 [main] INFO  a.RestrictedBoltzmannMachine - 115: M -2449.178585823234
14:10:43.636 [main] INFO  a.RestrictedBoltzmannMachine - 115: G 25.051661304837218
14:10:43.647 [main] INFO  a.RestrictedBoltzmannMachine - 116: M -2442.044433423663
14:10:43.648 [main] INFO  a.RestrictedBoltzmannMachine - 116: G 92.50851832698464
14:10:43.659 [main] INFO  a.RestrictedBoltzmannMachine - 117: M -2433.773525897531
14:10:43.659 [main] INFO  a.RestrictedBoltzmannMachine - 117: G -60.848822245402076
14:10:43.672 [main] INFO  a.RestrictedBoltzmannMachine - 118: M -2427.5466855688733
14:10:43.672 [main] INFO  a.RestrictedBoltzmannMachine - 118: G -67.26340557001502
14:10:43.684 [main] INFO  a.RestrictedBoltzmannMachine - 119: M -2423.2877973844825
14:10:43.684 [main] INFO  a.RestrictedBoltzmannMachine - 119: G -14.4324579254298
14:10:43.696 [main] INFO  a.RestrictedBoltzmannMachine - 120: M -2419.743447177069
14:10:43.696 [main] INFO  a.RestrictedBoltzmannMachine - 120: G 24.094341095936045
14:10:43.708 [main] INFO  a.RestrictedBoltzmannMachine - 121: M -2416.0716451684943
14:10:43.708 [main] INFO  a.RestrictedBoltzmannMachine - 121: G 70.21463949287657
14:10:43.720 [main] INFO  a.RestrictedBoltzmannMachine - 122: M -2411.3627305708847
14:10:43.720 [main] INFO  a.RestrictedBoltzmannMachine - 122: G 54.525922810843824
14:10:43.732 [main] INFO  a.RestrictedBoltzmannMachine - 123: M -2406.034188976803
14:10:43.732 [main] INFO  a.RestrictedBoltzmannMachine - 123: G 168.49261020838
14:10:43.744 [main] INFO  a.RestrictedBoltzmannMachine - 124: M -2397.8686493379782
14:10:43.744 [main] INFO  a.RestrictedBoltzmannMachine - 124: G 5.533054610885729
14:10:43.756 [main] INFO  a.RestrictedBoltzmannMachine - 125: M -2390.4090025708097
14:10:43.756 [main] INFO  a.RestrictedBoltzmannMachine - 125: G 38.76898354329444
14:10:43.768 [main] INFO  a.RestrictedBoltzmannMachine - 126: M -2382.9199408095474
14:10:43.768 [main] INFO  a.RestrictedBoltzmannMachine - 126: G 78.77113121889931
14:10:43.780 [main] INFO  a.RestrictedBoltzmannMachine - 127: M -2374.604362599973
14:10:43.781 [main] INFO  a.RestrictedBoltzmannMachine - 127: G 64.88909299487631
14:10:43.792 [main] INFO  a.RestrictedBoltzmannMachine - 128: M -2365.82256035146
14:10:43.793 [main] INFO  a.RestrictedBoltzmannMachine - 128: G -60.13719979905419
14:10:43.804 [main] INFO  a.RestrictedBoltzmannMachine - 129: M -2359.1216823237864
14:10:43.805 [main] INFO  a.RestrictedBoltzmannMachine - 129: G 13.70909966769088
14:10:43.817 [main] INFO  a.RestrictedBoltzmannMachine - 130: M -2352.8167101055615
14:10:43.817 [main] INFO  a.RestrictedBoltzmannMachine - 130: G -50.443661991639765
14:10:43.829 [main] INFO  a.RestrictedBoltzmannMachine - 131: M -2348.151108348933
14:10:43.829 [main] INFO  a.RestrictedBoltzmannMachine - 131: G 44.97671304170165
14:10:43.841 [main] INFO  a.RestrictedBoltzmannMachine - 132: M -2343.0525325071667
14:10:43.841 [main] INFO  a.RestrictedBoltzmannMachine - 132: G -12.929314312891293
14:10:43.853 [main] INFO  a.RestrictedBoltzmannMachine - 133: M -2338.722400535852
14:10:43.853 [main] INFO  a.RestrictedBoltzmannMachine - 133: G -18.625572208203
14:10:43.865 [main] INFO  a.RestrictedBoltzmannMachine - 134: M -2335.197793205793
14:10:43.865 [main] INFO  a.RestrictedBoltzmannMachine - 134: G -59.75834688580002
14:10:43.876 [main] INFO  a.RestrictedBoltzmannMachine - 135: M -2333.2208135464857
14:10:43.877 [main] INFO  a.RestrictedBoltzmannMachine - 135: G -5.224100607846643
14:10:43.888 [main] INFO  a.RestrictedBoltzmannMachine - 136: M -2331.546013865262
14:10:43.889 [main] INFO  a.RestrictedBoltzmannMachine - 136: G 80.32009557382975
14:10:43.900 [main] INFO  a.RestrictedBoltzmannMachine - 137: M -2328.4322922406677
14:10:43.900 [main] INFO  a.RestrictedBoltzmannMachine - 137: G -46.06778458046506
14:10:43.912 [main] INFO  a.RestrictedBoltzmannMachine - 138: M -2326.5512984701604
14:10:43.913 [main] INFO  a.RestrictedBoltzmannMachine - 138: G -47.8545593388453
14:10:43.925 [main] INFO  a.RestrictedBoltzmannMachine - 139: M -2325.815495263463
14:10:43.925 [main] INFO  a.RestrictedBoltzmannMachine - 139: G -66.72591844761426
14:10:43.938 [main] INFO  a.RestrictedBoltzmannMachine - 140: M -2326.487790746422
14:10:43.938 [main] INFO  a.RestrictedBoltzmannMachine - 140: G 54.22483359769708
14:10:43.955 [main] INFO  a.RestrictedBoltzmannMachine - 141: M -2326.008360009092
14:10:43.955 [main] INFO  a.RestrictedBoltzmannMachine - 141: G 45.16108202180063
14:10:43.973 [main] INFO  a.RestrictedBoltzmannMachine - 142: M -2324.67365070508
14:10:43.973 [main] INFO  a.RestrictedBoltzmannMachine - 142: G 33.83569592303468
14:10:43.990 [main] INFO  a.RestrictedBoltzmannMachine - 143: M -2322.795698413017
14:10:43.990 [main] INFO  a.RestrictedBoltzmannMachine - 143: G 14.47462667562851
14:10:44.007 [main] INFO  a.RestrictedBoltzmannMachine - 144: M -2320.8160488165804
14:10:44.007 [main] INFO  a.RestrictedBoltzmannMachine - 144: G 3.064886722196501
14:10:44.024 [main] INFO  a.RestrictedBoltzmannMachine - 145: M -2318.9730664454432
14:10:44.024 [main] INFO  a.RestrictedBoltzmannMachine - 145: G 32.3587575654577
14:10:44.041 [main] INFO  a.RestrictedBoltzmannMachine - 146: M -2316.667207160058
14:10:44.041 [main] INFO  a.RestrictedBoltzmannMachine - 146: G 95.1682038852979
14:10:44.058 [main] INFO  a.RestrictedBoltzmannMachine - 147: M -2312.688569725517
14:10:44.058 [main] INFO  a.RestrictedBoltzmannMachine - 147: G -23.184510100087373
14:10:44.073 [main] INFO  a.RestrictedBoltzmannMachine - 148: M -2309.571486236467
14:10:44.073 [main] INFO  a.RestrictedBoltzmannMachine - 148: G -52.335113990951804
14:10:44.088 [main] INFO  a.RestrictedBoltzmannMachine - 149: M -2307.812813376053
14:10:44.088 [main] INFO  a.RestrictedBoltzmannMachine - 149: G -89.6396127279383
14:10:44.105 [main] INFO  a.RestrictedBoltzmannMachine - 150: M -2308.022800056318
14:10:44.105 [main] INFO  a.RestrictedBoltzmannMachine - 150: G -73.63589256861374
14:10:44.122 [main] INFO  a.RestrictedBoltzmannMachine - 151: M -2309.684505919837
14:10:44.122 [main] INFO  a.RestrictedBoltzmannMachine - 151: G 9.094453559081328
14:10:44.139 [main] INFO  a.RestrictedBoltzmannMachine - 152: M -2310.9981521259497
14:10:44.139 [main] INFO  a.RestrictedBoltzmannMachine - 152: G 56.01479269557976
